図鑑番号,アイテム名,カテゴリ,調査状況,入手方法・補足,売値,出典URL,備考,取得状況,植付季節,収穫季節,使用材料,対応加工機,加工機候補,最終更新
2146,,,未特定,,,,,未取得,,,,,,2026/8/23
2147,,,未特定,,,,,未取得,,,,,,2026/8/23
2148,,,未特定,,,,,未取得,,,,,,2026/8/23
2149,,,未特定,,,,,未取得,,,,,,2026/8/23
2150,,,未特定,,,,,未取得,,,,,,2026/8/23
2151,,,未特定,,,,,未取得,,,,,,2026/8/23
2152,,,未特定,,,,,未取得,,,,,,2026/8/23
2153,,,未特定,,,,,未取得,,,,,,2026/8/23
2154,,,未特定,,,,,未取得,,,,,,2026/8/23
2155,,,未特定,,,,,未取得,,,,,,2026/8/23
2156,,,未特定,,,,,未取得,,,,,,2026/8/23
2157,,,未特定,,,,,未取得,,,,,,2026/8/23
2158,,,未特定,,,,,未取得,,,,,,2026/8/23
2159,,,未特定,,,,,未取得,,,,,,2026/8/23
2160,,,未特定,,,,,未取得,,,,,,2026/8/23
2161,,,未特定,,,,,未取得,,,,,,2026/8/23
2162,,,未特定,,,,,未取得,,,,,,2026/8/23
2163,,,未特定,,,,,未取得,,,,,,2026/8/23
2164,,,未特定,,,,,未取得,,,,,,2026/8/23
2165,,,未特定,,,,,未取得,,,,,,2026/8/23
2166,,,未特定,,,,,未取得,,,,,,2026/8/23
2167,,,未特定,,,,,未取得,,,,,,2026/8/23
2168,,,未特定,,,,,未取得,,,,,,2026/8/23
2169,,,未特定,,,,,未取得,,,,,,2026/8/23
2170,,,未特定,,,,,未取得,,,,,,2026/8/23
2171,,,未特定,,,,,未取得,,,,,,2026/8/23
2172,,,未特定,,,,,未取得,,,,,,2026/8/23
2173,,,未特定,,,,,未取得,,,,,,2026/8/23
2174,,,未特定,,,,,未取得,,,,,,2026/8/23
2175,,,未特定,,,,,未取得,,,,,,2026/8/23
2176,,,未特定,,,,,未取得,,,,,,2026/8/23
2177,,,未特定,,,,,未取得,,,,,,2026/8/23
2178,,,未特定,,,,,未取得,,,,,,2026/8/23
2179,,,未特定,,,,,未取得,,,,,,2026/8/23
2180,,,未特定,,,,,未取得,,,,,,2026/8/23
2181,,,未特定,,,,,未取得,,,,,,2026/8/23
2182,,,未特定,,,,,未取得,,,,,,2026/8/23
2183,,,未特定,,,,,未取得,,,,,,2026/8/23
2184,,,未特定,,,,,未取得,,,,,,2026/8/23
2185,,,未特定,,,,,未取得,,,,,,2026/8/23
2186,,,未特定,,,,,未取得,,,,,,2026/8/23
2187,,,未特定,,,,,未取得,,,,,,2026/8/23
2188,,,未特定,,,,,未取得,,,,,,2026/8/23
2189,,,未特定,,,,,未取得,,,,,,2026/8/23
2190,,,未特定,,,,,未取得,,,,,,2026/8/23
2191,,,未特定,,,,,未取得,,,,,,2026/8/23
2192,,,未特定,,,,,未取得,,,,,,2026/8/23
2193,,,未特定,,,,,未取得,,,,,,2026/8/23
2194,,,未特定,,,,,未取得,,,,,,2026/8/23
2195,,,未特定,,,,,未取得,,,,,,2026/8/23
2196,,,未特定,,,,,未取得,,,,,,2026/8/23
2197,,,未特定,,,,,未取得,,,,,,2026/8/23
2198,,,未特定,,,,,未取得,,,,,,2026/8/23
2199,,,未特定,,,,,未取得,,,,,,2026/8/23
2200,,,未特定,,,,,未取得,,,,,,2026/8/23
2201,,,未特定,,,,,未取得,,,,,,2026/8/23
2202,,,未特定,,,,,未取得,,,,,,2026/8/23
2203,,,未特定,,,,,未取得,,,,,,2026/8/23
2204,,,未特定,,,,,未取得,,,,,,2026/8/23
2205,,,未特定,,,,,未取得,,,,,,2026/8/23
2206,,,未特定,,,,,未取得,,,,,,2026/8/23
2207,,,未特定,,,,,未取得,,,,,,2026/8/23
2208,,,未特定,,,,,未取得,,,,,,2026/8/23
2209,,,未特定,,,,,未取得,,,,,,2026/8/23
2210,,,未特定,,,,,未取得,,,,,,2026/8/23
2211,,,未特定,,,,,未取得,,,,,,2026/8/23
2212,,,未特定,,,,,未取得,,,,,,2026/8/23
2213,,,未特定,,,,,未取得,,,,,,2026/8/23
2214,,,未特定,,,,,未取得,,,,,,2026/8/23
2215,,,未特定,,,,,未取得,,,,,,2026/8/23
2216,,,未特定,,,,,未取得,,,,,,2026/8/23
2217,,,未特定,,,,,未取得,,,,,,2026/8/23
2218,,,未特定,,,,,未取得,,,,,,2026/8/23
2219,,,未特定,,,,,未取得,,,,,,2026/8/23
2220,,,未特定,,,,,未取得,,,,,,2026/8/23
2221,,,未特定,,,,,未取得,,,,,,2026/8/23
2222,,,未特定,,,,,未取得,,,,,,2026/8/23
2223,,,未特定,,,,,未取得,,,,,,2026/8/23
2224,,,未特定,,,,,未取得,,,,,,2026/8/23
2225,,,未特定,,,,,未取得,,,,,,2026/8/23
2226,,,未特定,,,,,未取得,,,,,,2026/8/23
2227,,,未特定,,,,,未取得,,,,,,2026/8/23
2228,,,未特定,,,,,未取得,,,,,,2026/8/23
2229,,,未特定,,,,,未取得,,,,,,2026/8/23
2230,,,未特定,,,,,未取得,,,,,,2026/8/23
2231,,,未特定,,,,,未取得,,,,,,2026/8/23
2232,,,未特定,,,,,未取得,,,,,,2026/8/23
2233,,,未特定,,,,,未取得,,,,,,2026/8/23
2234,,,未特定,,,,,未取得,,,,,,2026/8/23
2235,,,未特定,,,,,未取得,,,,,,2026/8/23
2236,,,未特定,,,,,未取得,,,,,,2026/8/23
2237,,,未特定,,,,,未取得,,,,,,2026/8/23
2238,,,未特定,,,,,未取得,,,,,,2026/8/23
2239,,,未特定,,,,,未取得,,,,,,2026/8/23
2240,,,未特定,,,,,未取得,,,,,,2026/8/23
2241,,,未特定,,,,,未取得,,,,,,2026/8/23
2242,,,未特定,,,,,未取得,,,,,,2026/8/23
2243,,,未特定,,,,,未取得,,,,,,2026/8/23
2244,,,未特定,,,,,未取得,,,,,,2026/8/23
2245,,,未特定,,,,,未取得,,,,,,2026/8/23
2246,,,未特定,,,,,未取得,,,,,,2026/8/23
2247,,,未特定,,,,,未取得,,,,,,2026/8/23
2248,,,未特定,,,,,未取得,,,,,,2026/8/23
2249,,,未特定,,,,,未取得,,,,,,2026/8/23
2250,,,未特定,,,,,未取得,,,,,,2026/8/23
2251,,,未特定,,,,,未取得,,,,,,2026/8/23
2252,,,未特定,,,,,未取得,,,,,,2026/8/23
2253,,,未特定,,,,,未取得,,,,,,2026/8/23
2254,,,未特定,,,,,未取得,,,,,,2026/8/23
2255,,,未特定,,,,,未取得,,,,,,2026/8/23
2256,,,未特定,,,,,未取得,,,,,,2026/8/23
2257,,,未特定,,,,,未取得,,,,,,2026/8/23
2258,,,未特定,,,,,未取得,,,,,,2026/8/23
2259,,,未特定,,,,,未取得,,,,,,2026/8/23
2260,,,未特定,,,,,未取得,,,,,,2026/8/23
2261,,,未特定,,,,,未取得,,,,,,2026/8/23
2262,,,未特定,,,,,未取得,,,,,,2026/8/23
2263,,,未特定,,,,,未取得,,,,,,2026/8/23
2264,,,未特定,,,,,未取得,,,,,,2026/8/23
2265,,,未特定,,,,,未取得,,,,,,2026/8/23
2266,,,未特定,,,,,未取得,,,,,,2026/8/23
2267,,,未特定,,,,,未取得,,,,,,2026/8/23
2268,,,未特定,,,,,未取得,,,,,,2026/8/23
2269,,,未特定,,,,,未取得,,,,,,2026/8/23
2270,,,未特定,,,,,未取得,,,,,,2026/8/23
2271,,,未特定,,,,,未取得,,,,,,2026/8/23
2272,,,未特定,,,,,未取得,,,,,,2026/8/23
2273,,,未特定,,,,,未取得,,,,,,2026/8/23
2274,,,未特定,,,,,未取得,,,,,,2026/8/23
2275,,,未特定,,,,,未取得,,,,,,2026/8/23
2276,,,未特定,,,,,未取得,,,,,,2026/8/23
2277,,,未特定,,,,,未取得,,,,,,2026/8/23
2278,,,未特定,,,,,未取得,,,,,,2026/8/23
2279,,,未特定,,,,,未取得,,,,,,2026/8/23
2280,,,未特定,,,,,未取得,,,,,,2026/8/23
2281,,,未特定,,,,,未取得,,,,,,2026/8/23
2282,,,未特定,,,,,未取得,,,,,,2026/8/23
2283,,,未特定,,,,,未取得,,,,,,2026/8/23
2284,,,未特定,,,,,未取得,,,,,,2026/8/23
2285,,,未特定,,,,,未取得,,,,,,2026/8/23
2286,,,未特定,,,,,未取得,,,,,,2026/8/23
2287,,,未特定,,,,,未取得,,,,,,2026/8/23
2288,,,未特定,,,,,未取得,,,,,,2026/8/23
2289,,,未特定,,,,,未取得,,,,,,2026/8/23
2290,,,未特定,,,,,未取得,,,,,,2026/8/23
2291,,,未特定,,,,,未取得,,,,,,2026/8/23
2292,,,未特定,,,,,未取得,,,,,,2026/8/23
2293,,,未特定,,,,,未取得,,,,,,2026/8/23
2294,,,未特定,,,,,未取得,,,,,,2026/8/23
2295,金魚鉢,小物,特定,,,,,取得済,,,,,,2026/8/23
2296,キャットタワー,小物,特定,,,,,取得済,,,,,,2026/8/23
2297,,,未特定,,,,,未取得,,,,,,2026/8/23
2298,,,未特定,,,,,未取得,,,,,,2026/8/23
2299,,,未特定,,,,,未取得,,,,,,2026/8/23
2300,,,未特定,,,,,未取得,,,,,,2026/8/23
2301,,,未特定,,,,,未取得,,,,,,2026/8/23
2302,松,庭木,特定,,,,,取得済,,,,,,2026/8/23
2303,,,未特定,,,,,未取得,,,,,,2026/8/23
2304,,,未特定,,,,,未取得,,,,,,2026/8/23
2305,お化け棚,夜家具,特定,,,,,取得済,,,,,,2026/8/23
2306,目玉提灯,夜家具,特定,,,,,取得済,,,,,,2026/8/23
2307,石碑,夜家具,特定,,,,,取得済,,,,,,2026/8/23
2308,黒達磨,夜家具,特定,,,,,取得済,,,,,,2026/8/23
2309,不気味な達磨,夜家具,特定,,,,,取得済,,,,,,2026/8/23
2310,黒い結晶,夜家具,特定,,,,,取得済,,,,,,2026/8/23
2311,黒曜石の数珠,夜家具,特定,,,,,取得済,,,,,,2026/8/23
2312,壁掛け菅笠,夜家具,特定,,,,,取得済,,,,,,2026/8/23
2313,黒い壁掛け菅笠,夜家具,特定,,,,,取得済,,,,,,2026/8/23
2314,ツチノコ人形,夜家具,特定,,,,,取得済,,,,,,2026/8/23
2315,泥の壺,夜家具,特定,,,,,取得済,,,,,,2026/8/23
2316,,,未特定,,,,,未取得,,,,,,2026/8/23
2317,,,未特定,,,,,未取得,,,,,,2026/8/23
2318,,,未特定,,,,,未取得,,,,,,2026/8/23
2319,,,未特定,,,,,未取得,,,,,,2026/8/23
2320,風神の掛け軸,夜家具,特定,,,,,取得済,,,,,,2026/8/23
2321,雷神の掛け軸,夜家具,特定,,,,,取得済,,,,,,2026/8/23
2322,怪しい像,夜家具,特定,,,,,取得済,,,,,,2026/8/23
2323,雪だるま,夜家具,特定,,,,,取得済,,,,,,2026/8/23
2324,雪うさぎ,夜家具,特定,,,,,取得済,,,,,,2026/8/23
2325,,,未特定,,,,,未取得,,,,,,2026/8/23
2326,牛の頭蓋骨,夜家具,特定,,,,,取得済,,,,,,2026/8/23
2327,日本人形,夜家具,特定,,,,,取得済,,,,,,2026/8/23
2328,,,未特定,,,,,未取得,,,,,,2026/8/23
2329,おスギのぬいぐるみ,夜家具,特定,,,,,取得済,,,,,,2026/8/23
2330,鬼丸のぬいぐるみ,夜家具,特定,,,,,取得済,,,,,,2026/8/23
2331,,,未特定,,,,,未取得,,,,,,2026/8/23
2332,,,未特定,,,,,未取得,,,,,,2026/8/23
2333,,,未特定,,,,,未取得,,,,,,2026/8/23
2334,彼ヶ津村大全,夜家具,特定,,,,,取得済,,,,,,2026/8/23
2335,,,未特定,,,,,未取得,,,,,,2026/8/23
2336,,,未特定,,,,,未取得,,,,,,2026/8/23
2337,狛狐の置物,呪物,特定,,,,,取得済,,,,,,2026/8/23
2338,勾玉,呪物,特定,,,,,取得済,,,,,,2026/8/23
2339,雨の勾玉,呪物,特定,,,,,取得済,,,,,,2026/8/23
2340,ふたごの勾玉,呪物,特定,,,,,取得済,,,,,,2026/8/23
2341,子どもの勾玉,呪物,特定,,,,,取得済,,,,,,2026/8/23
2342,銅鏡,呪物,特定,,,,,取得済,,,,,,2026/8/23
2343,剣,呪物,特定,,,,,取得済,,,,,,2026/8/23
2344,達磨の木札,呪物,特定,,,,,取得済,,,,,,2026/8/23
2345,手の目の木札,呪物,特定,,,,,取得済,,,,,,2026/8/23
2346,百目の木札,呪物,特定,,,,,取得済,,,,,,2026/8/23
2347,天狗の木札,呪物,特定,,,,,取得済,,,,,,2026/8/23
2348,野槌の木札,呪物,特定,,,,,取得済,,,,,,2026/8/23
2349,,,未特定,,,,,未取得,,,,,,2026/8/23
2350,,,未特定,,,,,未取得,,,,,,2026/8/23
2351,ヌシの鱗,呪物,特定,,,,,取得済,,,,,,2026/8/23
2352,キツネの油揚げ,呪物,特定,,,,,取得済,,,,,,2026/8/23
2353,赤い蝋燭,呪物,特定,,,,,取得済,,,,,,2026/8/23
2354,青い蝋燭,呪物,特定,,,,,取得済,,,,,,2026/8/23
2355,赤い破片,呪物,特定,,,,,取得済,,,,,,2026/8/23
2356,青い破片,呪物,特定,,,,,取得済,,,,,,2026/8/23
2357,真っ赤な携帯電話,呪物,特定,,,,,取得済,,,,,,2026/8/23
2358,壊れた携帯電話,呪物,特定,,,,,取得済,,,,,,2026/8/23
2359,頭のとれた日本人形,呪物,特定,,,,,取得済,,,,,,2026/8/23
2360,日本人形の頭,呪物,特定,,,,,取得済,,,,,,2026/8/23
2361,ネズミの古銭,呪物,特定,,,,,取得済,,,,,,2026/8/23
2362,機械の部品,呪物,特定,,,,,取得済,,,,,,2026/8/23
2363,桃の実の霊性,呪物,特定,,,,,取得済,,,,,,2026/8/23
2364,イザナギの勅命,呪物,特定,,,,,取得済,,,,,,2026/8/23
2365,彼ヶ津村のなりたち,呪物,特定,,,,,取得済,,,,,,2026/8/23
2366,落ち延びた殿様,呪物,特定,,,,,取得済,,,,,,2026/8/23
2367,災いを鎮めた人柱,呪物,特定,,,,,取得済,,,,,,2026/8/23
2368,不審信者の末路,呪物,特定,,,,,取得済,,,,,,2026/8/23
2369,眠りを誘う桃の香,呪物,特定,,,,,取得済,,,,,,2026/8/23
2370,神、天より来る,呪物,特定,,,,,取得済,,,,,,2026/8/23
2371,名もなき村の話,呪物,特定,,,,,取得済,,,,,,2026/8/23
2372,半分に破れた本,呪物,特定,,,,,取得済,,,,,,2026/8/23
2373,鬼の縞模様の布,呪物,特定,,,,,取得済,,,,,,2026/8/23
2374,鬼の奇跡の歌,呪物,特定,,,,,取得済,,,,,,2026/8/23
2375,鬼の岩切り蛇,呪物,特定,,,,,取得済,,,,,,2026/8/23
2376,富をもたらすもの,呪物,特定,,,,,取得済,,,,,,2026/8/23
2377,異形の背に消えし娘,呪物,特定,,,,,取得済,,,,,,2026/8/23
2378,火事の新聞記事,呪物,特定,,,,,取得済,,,,,,2026/8/23
2379,古い日記,呪物,特定,,,,,取得済,,,,,,2026/8/23
2380,連続殺人の新聞記事,呪物,特定,,,,,取得済,,,,,,2026/8/23
2381,夜鳴き牛,呪物,特定,,,,,取得済,,,,,,2026/8/23
2382,ネズミの宝,呪物,特定,,,,,取得済,,,,,,2026/8/23
2383,信心ぶかいキツネ,呪物,特定,,,,,取得済,,,,,,2026/8/23
2384,愚か者の黄金,呪物,特定,,,,,取得済,,,,,,2026/8/23
2385,池ノ主伝,呪物,特定,,,,,取得済,,,,,,2026/8/23
2386,誘う灯火,呪物,特定,,,,,取得済,,,,,,2026/8/23
2387,だるまさんの呼び声,呪物,特定,,,,,取得済,,,,,,2026/8/23
2388,口伝「黒きもの」,呪物,特定,,,,,取得済,,,,,,2026/8/23
2389,地に潜むヘビ,呪物,特定,,,,,取得済,,,,,,2026/8/23
2390,命の火,呪物,特定,,,,,取得済,,,,,,2026/8/23
2391,笠の化け物,呪物,特定,,,,,取得済,,,,,,2026/8/23
2392,口伝「真白き女」,呪物,特定,,,,,取得済,,,,,,2026/8/23
2393,幼き守り手,呪物,特定,,,,,取得済,,,,,,2026/8/23
2394,神かくしの子,呪物,特定,,,,,取得済,,,,,,2026/8/23
2395,遺言書,呪物,特定,,,,,取得済,,,,,,2026/8/23
2396,鬼に誓った悪童,呪物,特定,,,,,取得済,,,,,,2026/8/23
2397,風土病の報告書,呪物,特定,,,,,取得済,,,,,,2026/8/23
2398,贄の儀式,呪物,特定,,,,,取得済,,,,,,2026/8/23
2399,鬼への願い事,呪物,特定,,,,,取得済,,,,,,2026/8/23
2400,見たぞの怪物,呪物,特定,,,,,取得済,,,,,,2026/8/23
2401,ひとつ目のダルマ,呪物,特定,,,,,取得済,,,,,,2026/8/23
2402,黒いモヤの話,呪物,特定,,,,,取得済,,,,,,2026/8/23
2403,大地をうねる大蛇,呪物,特定,,,,,取得済,,,,,,2026/8/23
2404,仮面のロウソク売り,呪物,特定,,,,,取得済,,,,,,2026/8/23
2405,地蔵と雨の怪,呪物,特定,,,,,取得済,,,,,,2026/8/23
2406,雪夜の女と赤子,呪物,特定,,,,,取得済,,,,,,2026/8/23
2407,風神と雷神と亀,呪物,特定,,,,,取得済,,,,,,2026/8/23
2408,地より出でし神,呪物,特定,,,,,取得済,,,,,,2026/8/23
2409,村長の日記,呪物,特定,,,,,取得済,,,,,,2026/8/23
2410,大きなダイコン,呪物,特定,,,,,取得済,,,,,,2026/8/23
2411,新たな掟、掲示,呪物,特定,,,,,取得済,,,,,,2026/8/23
2412,ある娘の秘密,呪物,特定,,,,,取得済,,,,,,2026/8/23
2413,帰れずの峠道,呪物,特定,,,,,取得済,,,,,,2026/8/23
2414,新しい掟の掲示,呪物,特定,,,,,取得済,,,,,,2026/8/23
2415,失ったもの,呪物,特定,,,,,取得済,,,,,,2026/8/23
2416,願いをかなえた旅人,呪物,特定,,,,,取得済,,,,,,2026/8/23
2417,夜ごとひびく足音,呪物,特定,,,,,取得済,,,,,,2026/8/23
2418,空き缶,廃材,特定,,,,,取得済,,,,,,2026/8/23
2419,ビニール袋,廃材,特定,,,,,取得済,,,,,,2026/8/23
2420,水草,廃材,特定,,,,,取得済,,,,,,2026/8/23
2421,小枝,廃材,特定,,,,,取得済,,,,,,2026/8/23
2422,お手伝い券,重要品,特定,,,,,取得済,,,,,,2026/8/23
2423,トウキ,重要品,特定,,,,,取得済,,,,,,2026/8/23
2424,紫の花,重要品,特定,,,,,取得済,,,,,,2026/8/23
2425,ミツバチ,重要品,特定,,,,,取得済,,,,,,2026/8/23
2426,リンのお弁当,重要品,特定,,,,,取得済,,,,,,2026/8/23
2427,ナゴの財布,重要品,特定,,,,,取得済,,,,,,2026/8/23
2428,手持ち提灯,重要品,特定,,,,,取得済,,,,,,2026/8/23
